Mftr_Name
Schering-Plough
Sunovion Pharma
Boehringer Ing.
Kiniksa Pharmac
Slate Run Pharm
Eisai Inc.
Insmed Incorpor
Trigen Laborato
Silarx/Lannett
Alkermes Inc
Forest/Allergan
Amring Pharmace
Nexus Pharmaceu
"STI Pharma, LLC"
Amerisource-Gnp
Chain Drug
"Adma Biologics,"
Merz North Amer
Organon LLC
Merck Sharp & D
Servier Pharmac
Perrigo/Goodsen
Coopersurgical
Laurus Labs Lim
Sciegen Pharmac
Quallent Pharma
Ohm-Sun Pharmac
Kremers/Lannett
"KVK-Tech, Inc."
Gilead Sciences
Oak Pharmaceuti
International M
Accord Healthca*
Hikma Pharmaceu
"Afaxys, Inc."
Keryx Biopharma
Bd Diabetes
Axsome Therapeu
Mission Pharm.
Endo Pharm Inc.
GSK/Woodward Ph
Biogen-Idec
Blue Earth Diag
Teva Women'S He
Blueprint Medic
Meitheal-Novapl
Armas Pharmaceu
Dr. Reddy'S/Pre
BMS Primarycare
Sun Pharma Glob*
Wallace/Mylan
Somerset Therap
Fosun Pharma Us
Apotex Corp*
Teva Neuroscien
Fresenius/Novap
Athenex-Novaplu
Puracap Laborat
Daiichi Sankyo/
"Daiichi Sankyo,"
Corium/Prasco L
Marlex Pharm.
Actavis Mid Atl
Kartha Pharmace
Palmetto Pharma
Marnel/Allegis
Caraco Pharma I
Banner Life Sci
Avion Pharmaceu
Meda Consumer H
Oceanside Pharm
Janssen Product
Acacia Pharma
"Emd Serono, Inc"
Melinta Therape
Biodelivery Sci
Acrotech Biopha
Eagle Pharmaceu
"Cephalon,Inc.-T"
Wyeth/Pfizer
Glaxosmithkline*
Smg Pharmaceuti
Aptalis/Allerga
Medstone Pharma
Acella Pharmace
Excellium Pharm
Bayshore Pharma
Pharmaessentia
"Oakrum Pharma,"
Teligent Pharma
Versapharm/Akor
American Reg-No
Eci Pharmaceuti
"Chiesi USA, Inc"
Astrazeneca
Amneal Pharmace*
Oceanside Pharm*
Pfizer US Pharm
Arbor/Azurity
Arbor Pharmaceu
Alembic Pharmac*
Hillestad Pharm
Nat'L Vit. Co.
Geri-Care*
Time-Cap Labs
Roche Labs.
"Duchesnay USA,"
Dr.Reddy'S Lab*
Allergan/Botox
Array/Pfizer
"Scynexis, Inc."
Florida Pharmac
Pacific-Zydus (
Biomarin Pharma
Sebela Pharmace
UCB Pharma*
Sunovion/Lupin
"Beigene USA, In"
Alcon Surgical
Astrazeneca/Pra
West-Ward-Novap
Heritage Pharma
Areva Pharmaceu
Claris/Baxter
Indivior Inc.
West-Ward/Hikma*
Alvogen Inc
Almatica Pharma
"Apnar Pharma, L"
Global Pharm
Westminster Pha
TWI Pharmaceuti
Method Pharmace
Impax/Amneal
Seton Pharmaceu
Sunrise Pharmac
"Mikart, Inc"
Hospira/Novaplu
Purdue Pharma L
Albireo Pharma
Mason Distrib.
Centurion Labs
"Exelixis, Inc."
Pfizer/Viatris
Sagent Pharmace*
Exela Pharma Sc*
Armas Pharmaceu*
App/Premierpro
Patrin Pharma
Trifluent Pharm
Brandywine Phar
Medefil Incorp.
Medicis Derm
Nephro-Tech
Reliable 1 Labo
Assertio Therap
Accord Biopharm
"Myokardia, Inc."
Intra-Cellular
Amici Pharmaceu
Orphan Europe/R
Precision Dose
Amerigen Pharma
"Biocomp Pharma,"
Teva/Novaplus
Chiesi/Baxter H
Baxter/Premierp
Baxter/Novaplus
Lantheus Medica
Vensun/Strides
Leadiant Biosci*
"Cmp Pharma, Inc"
Regeneron Pharm
"Almaject, Inc"
Pharmacist Phar
Zylera/Cerecor
Sagent/Premierp
Apotex/Novaplus
Orchid/Bionphar
"IGI Labs, Inc./"
WG Crit/Novaplu
"West-Ward, Inc."
Hospira-Novaplu*
West-Ward-Novap*
Modavar Pharmac
Medimetriks Pha
Pfizer Cons.Hlt
GSK Consumer He
Rb Health
Fera Pharmaceut
Pfizer/Novaplus
Ferring Ph Inc
Recordati Rare
Travere Therape
Xttrium Labs.
Dash Pharmaceut
Sagent/Novaplus
Zameer Pharmace
Manchester Phar
UCB Pharma
Viropharma Biol
Heron Therapeut
Rising Pharm*
Caraco Pharm
Hisun Pharmaceu
GE Healthcare
Pharmacia/Upjhn
Pharmacia-Uj-No
Pharmaci/Pfizer*
Encube Ethicals
Solaris Pharma
Greenstone LLC.*
Glasshouse Phar
Fougera/Sandoz*
Alvogen Inc*
Perrigo Co.
Sola Pharmaceut
Epi Health LLC
Vgyaan Pharmace
Mylan/Aurobindo
HLS Therapeutic
Lannett Co. Inc*
Genus Lifescien
Tris Pharma Inc
Noven Therapeut
Janssen Pharm.
Nalpropion/Curr
"Verastem, Inc."
"Secura Bio, Inc"
"Uswm, LLC, D.B."
US Worldmeds
Meda/Mylan Spec
Vertical/Avion
G1 Therapeutics
BMS
Ncpdp Emergency
Astellas Pharma*
Woodward Pharma*
"Micro Labs USA,*"
Marnel Pharm.
Ultragenyx Phar
Shire/Takeda Ph
Merz
Baxter/Amerinet
Baxter Healthca*
Amneal Bioscien
The Chao Center
Santarus Inc/Sa
Saol/Kamada Ltd
CSL/Saol Thera
Cypress Pharm.
MJ Nutritional
Mylan/Auromedic
"Basic Drugs,Inc"
Durata/Allergan
Par Pharmaceuti*
Y-Mabs Therapeu
Pacific/Greenst
Jacobus Pharm.
Xellia-Premierp
Be Pharmaceutic
Vyera Pharmaceu
Janssen Biotech
Ferring Ph Inc*
Medtech Labs
Pragma/Fera Pha
Medecor Pharma
Novadoz-Novaplu
Dr. Reddy'S/Nov
Kimberly-Clark
Royal Pharmaceu
Puretek Corpora
Sun Pharmaceuti*
Northstar Rx Ll*
Amring/Novaplus
Amring Pharmace*
Sicor Pharm.
Phlow Corporati
Piramal-Novaplu
Accord-Novaplus
Slayback Pharma
Gavis/Lupin
Ocular Therapeu
Teva/Prasco Lab
Amerigen/Ani Ph
Oryza Pharmaceu
Corepharma LLC
Eyepoint Pharma
"Biocodex, Inc"
Baxter Renal
Actavis/Mayne P
E5 Pharma
Mylan/Archis Ph
Archis Pharma L
Apollo/Provepha
Winder Laborato
Winthrop US
Hosp/Pfiz-Premi
Pharbest Pharma
"Akarx, Inc."
Capital Pharmac
Macoven Pharmac
Pfizer/Premierp
Harris Pharm
"Analog Pharma,"
Validus Pharmac
BMS/H2 Pharma L
Acelrx Pharmace
Astrazeneca/Cov
Ipsen Biopharma
Edwards Pharm.
Auxilium/Endo P
Nomax Inc
Theratechnologi
Tripoint Therap
Hra Pharma Amer
"Lukare Medical,"
Ptc Therapeutic
Apellis Pharmac
Jaymac Pharma
Emmaus Medical
"Fleet,C.B. Co."
Bioverativ U.S.
Veloxis Pharmac
Azurity Pharmac
Sandoz Inc.
Akorn Inc.*
Jazz Pharmaceut
Mylan/Prasco La
Slate/Premierpr
Fougera
Astrazeneca Lp/
Novo Nordisk
Actavis/Allerga*
H2 Pharma LLC
Ferring Pharmac
Provell Pharmac
Pacira Pharmace
Mitsubishi Tana
Kala/Alcon Labo
Mylan Instituti*
Vanda Pharmaceu
"Kyowa Kirin, In"
Millicent Pharm
Specgx LLC
Amag/Covis Phar
Apopharma/Chies
Watson Pharma
Sanofi/Premierp
Llorens Pharm
Shionogi Pharma
Bayer Pharm/Leo
"Zogenix, Inc."
Catalyst Pharma
Azurity-Novaplu
Eyevance Pharma
Alcon/Eyevance
Ibsa Pharma Inc
Boehringer/Sano
Bongeo Pharmace
Renaissance Lak
Spear Pharm/May
Poly Pharmaceut
Spectrum/Acrote
Covis Pharmaceu
Novadoz-Premier
"Zambon USA, Ltd"
Aveo Pharmaceut
Aadi Bioscience
Actavis Pharma
Mallinckrodt/Pi
Amicus Therapeu
Teva Select Bra
Grifols Therape
Sobi-Swedish Or
Nps Pharmaceuti
Urovant Science
"Evoke Pharma, I"
Nextsource Biot
Intra-Sana Labo
Carwin Associat
Perrigo Co.*
Solco/Novaplus
Fujisawa USA
Supernus/Adamas
Braintree/Sebel
Assertio/Almati
King Pharm
Xeris Pharmaceu
"Innogenix, Inc."
"West-Ward,Inc./"
Pierre Fabre Ph
Mylan/Premierpr
Meitheal-Premie
"Hepalink USA, I"
Esi Lederle
Hospira*
Novartis*
UDL
"Neos, Lp/Aytu B"
Perrigo/Padagis*
Lineage/Impax G
Ani Pharmaceuti*
Hospira/Pfizer-
Mallinckrodt Ph*
Nobelpharma Ame
Ortho/Bausch He
Halozyme Therap
County/Alvogen
Wallace/Mylan*
Virtus Pharmace*
Noble Pharmaceu*
County/Alvogen*
Acella Pharmace*
Alcon Consumer
"Ardelyx, Inc"
Nnodum Corp
Telix Pharmaceu
Alimera Science
"Pharmacyclics,"
Rhythm Pharmace
Iroko Ph/Egalet*
Egalet/Zyla Lif*
Neurocrine Bios
Taiho Oncology
Merck Sharp & D*
Alcon/Imprimis
Roxane Labs.
Watson Labs
Women'S Choice
R-Pharm US
"Medexus Pharma,"
Aptevo Biothera
Incyte Corporat
Clarus/Tolmar
Urogen Pharma
Ironshore Pharm
Amryt Pharmaceu
Schering/Key
Beach Products
Dyax Corp./Shir
Vertex Pharmace
Alexion Pharmac
Pharmaderm/Sand
Taro Pharm USA*
Nipro Diag/Triv
Wockhardt USA L*
Novaplus
Fresenius/Novap*
Fosun Pharma Us*
"West-Ward, Inc.*"
Athenex Pharmac*
"Almaject, Inc*"
Strongbridge Us
Immunocore Comm
Pari Respirator
Hikma Specialty
Konsyl
Corcept Therape
Vifor (Internat
Astrazeneca/Ale
Fosun-Novaplus
Icu Medical Inc*
Hospira/Icu Med*
B.Braun*
Bd Non-Medical
Brookfield Phar
Owp Pharmaceuti
Asegua Therapeu
Prasco/Woodward
Partner Therape
Sanofi/Partner
Burel/Prasco La
Solco Healthcar*
"Neolpharma, Inc"
Sentynl Therapu
Teva Pharm
Meda/Mylan Spec*
Dusa/Sun Pharma
International M*
Seton Pharmaceu*
Puretek Corpora*
Actavis U.S. Br
Saol/Amneal Pha
Kowa Pharmaceut
Mirum Pharmaceu
Vertical Pharm
Sanofi/Novaplus
Bd Medical Surg
Sunovion/Woodwa
Aurinia Pharma
Advanced Accele
Laboratoire Hra
Aaipharma
Richmond Pharm
Amag/Covis Phar*
"Macrogenics, In"
Amphastar/Novap
"US Nutrition, I*"
Amneal/Premier
Amneal Bio-Nova
App/Fresenius K*
Hospira/Amerine
Danco Labs.LLC
"Genbiopro, Inc."
"Cotherix, Inc."
Zylera
Avalo Therapeut
Ranbaxy Pharma
Morphosys US In
Pharmacosmos Th
Depuy Mitek
Abbott Hosp
Redhill Biophar
Astellas/Novapl
Chiasma Inc.
Myovant Science
Solstice/Supern
Napo Pharmaceut
Hospira/Novatio
Adapt Pharma In
Acerus Pharma
Parapro LLC
Amer. Regent*
Puma Biotechnol
Esperion Therap
Hercon
Jacksonville Ph
Allegis Pharmac
Espero Pharmace
Cycle Pharmaceu
Pfizer US Pharm*
Ferring/Antares
Antares Pharma
"Medefil, Inc. -"
Lundbeck Inc.
"Watson Pharma,"
Novo Nordisk-Wa
Collegium Pharm
Avanir Pharmace
Origin/Sentynl
Acadia Pharmace
Biohaven Pharma
Nestle Nutritio
"Exeltis USA, In"
Paratek Pharmac*
Qualitest/Par P*
Intercept Pharm
Bausch & Lomb I*
Omeros/Rayner
GE Healthcare*
Nycomed
GE Health-Novap
Avet/Premierpro
Currax Pharmace
Actelion Pharma
Greer Laborator
United Therap
Biocryst Pharma
"Adamas Pharma,"
Celgene/Amgen
Otonomy/Alk-Abe
Arbor/Wraser
Antares/Otter
Winthrop Us-Pre
Egalet/Zyla Lif
Global Blood Th
"Dompe US, Inc"
Supernus Pharma
Metacel Pharmac
Affordable Phar
Zr Pharma& Gmbh
Aimmune Therape
Vivus
Teva/Coopersurg
Abbott Nutritio
Renaissance/Myl
Digestive Care
Qualitest
Bioramo
Valeant/Paragon
Paragon/Bausch
Lifestar Pharma*
Evofem Bioscien
Fresenius Medic
Provepharm Inc.
Biogen-Idec*
"Aytu Biopharma,"
Adare Pharmaceu
Sanofi/Regenero
West-Ward/Mylan
Wyeth/Pfizer*
Sancilio & Comp
Bausch & Lomb C
Jazz/Tersera
Independence Ph
Centocor Ortho
Forte Bio-Pharm
Virtus/Acertis
Nephroceuticals
Wyeth-Amer/Pfiz
Dendreon Corpor
Dista Labs
Nova Laboratori
Progenics Pharm
Agios Pharmaceu
Dermira/Journey
Deciphera Pharm
Averitas Pharma
Idorsia Pharmac
Opko Pharmaceut
Salix Pharmaceu*
Amylyx Pharmace
Amgen USA Inc.
Viiv Healthcare*
Leadiant/Chiesi
Kadmon/Sanofi-A
Ortho Diag.
Sanofi-Av-Novap
Mallinckrodt Br
Clovis Oncology
Pharming Health
Prometic\kedrio
Kyowa/Cumberlan
I3 Pharmaceutic
Noble Pharmaceu
Lfb S.A Dba Hem
Novartis/Record
Medunik USA
Pernix Therapeu
Intersect Ent
Nabriva Therape*
Abbvie US LLC*
Ascendis Pharma
Purdue Prod Lp
Excelsior Med
Sheffield Pharm
Method Pharmace*
Trinity Pharmac
Pharmacia/Upjhn*
Phar-Prep/Pfize
Stiefel Labs.
Aprecia Pharmac
"Cmp Pharma, Inc*"
Janssen Biotech*
Medisca Inc.
Amring/Premierp
Ani Phar/Prasco
Mylan/Rising Ph
Jazz/Axsome
Savage Labs/Hr
Eusa/Janssen
Eusa Pharma
Aquestive/Otter
Medimmune/Sobi-
Galen US/Nexus
Genzyme Corp -
Fagron Inc
Glenmark Pharma*
Bausch Health U*
Calliditas Ther
Estreno Pharmac
Rigel Pharmaceu
Chemocentryx/Am
Epizyme Inc/Ips
Akcea Therapeut
Noden Pharma D.
Vistapharm/Azur
"Itf Pharma, Inc"
Novartis/Mylan
"Genericus, Inc."
New Amer/Melint
Promius/Upsher-
Provepharm-Nova
Sandoz/GSK
Verity Pharmace
Allergan/Verity
Cosette Pharmac*
Long Grove Phar
Promius/Encore
Rockwell Medica
Impel Pharmaceu
Synergy/Bausch
Qed Therapeutic
Circassia/Astra
Agile Therapeut
Wyeth-Prepr/Pfi
"Radius Health,"
Oyster Point Ph
Coherus Bioscie
Viela/Horizon
Actelion Pharma*
Neurelis Inc.
Amarin Pharma I
Avadel Legacy P
Relypsa/Vifor P
Doak Derm.
Eyevance/Santen
"Ns Pharma, Inc."
Horizon Pharma
Allergan/Nestle
Mason Distrib.*
Freeda Health
Basic Organics
Bayer Inc.
Mycovia Pharmac
Cti Biopharma C
Dermavant Scien
"Monarch Pcm, Ll"
"Argenx US, Inc"
Harmony Bioscie
Sk Life Science
Nabriva Therape
Tetraphase Phar
Lexicon/Tersera
"Optinose US, In"
Shire/Novartis
Clearside Biome
Karyopharm Ther
"Kite Pharma, In"
Zealand Ph/Novo
Misemer Pharmac
Flexion Therape
Nature'S Bounty
Pfizer/Amerinet
Eiger Biopharma
Tersera Therape
Astrazeneca/Ter
Novartis Gene T
Concordia Pharm
Aralez/Xspire P
Arcutis Biother
Wyeth Pharm
Pfizer/Baxter
Marinus Pharmac
Scilex Pharmace
"Orexo US, Inc."
Sage Therapeuti
Adc Therapeutic
Eli Lilly & Co.*
