Brnd_Name,Mftr_Name,Tot_Mftr
Acetazolamide ER,Avet Pharmaceut,1
Acetazolamide ER,Ingenus Pharmac,1
Acetazolamide ER,"Micro Labs USA,",1
Acetazolamide ER,Nostrum Laborat,1
Acetazolamide ER,Zydus Pharmaceu,1
Acetazolamide Sodium,Avet Pharmaceut,1
Acetazolamide Sodium,Mylan Instituti,1
Acetazolamide Sodium,West-Ward/Hikma,1
Acetazolamide Sodium,X-Gen Pharmaceu,1
Acetazolamide Sodium,X-Gen/Novaplus,1
Acetic Acid*,B.Braun,1
Acetic Acid*,Baxter Healthca,1
Acetic Acid*,Hi-Tech/Akorn C,1
Acetic Acid*,Icu Medical Inc,1
Acetic Acid*,Morton Grove Ph,1
Acetic Acid*,Rising Pharm,1
Acetic Acid*,"Trupharma, LLC.",1
Acetylcysteine*,Akorn Inc.,1
Acetylcysteine*,Amer. Regent,1
Acetylcysteine*,App/Fresenius K,1
Acetylcysteine*,Auromedics-Eugi,1
Acetylcysteine*,Fresenius Kabi*,1
Acetylcysteine*,Hospira/Pfizer,1
Acetylcysteine*,Paddock/Novaplu,1
Acetylcysteine*,Perrigo/Padagis,1
Acetylcysteine*,Sagent Pharmace,1
Acidophilus-Pectin,Major Pharmaceu,1
Acidophilus-Pectin,"Plus Pharma,Inc",1
Aciphex,Eisai/ Woodward,1
Aciphex,Woodward Pharma,1
Acitretin,Amneal Pharmace,1
Acitretin,Mylan,1
Acitretin,Prasco Labs,1
Acitretin,Sigmapharm Labo,1
Acitretin,Teva USA,1
Actemra Actpen,"Genentech, Inc.",1
Actemra*,"Genentech, Inc.*",1
Acthar,Mallinckrodt Ph,1
Actimmune,Horizon Therape,1
Actiq,Teva USA,1
Activase,"Genentech, Inc.",1
Activella,Amneal Pharmace,1
Actonel,Actavis/Allerga,1
Actos,Takeda Pharmace,1
Acular,Allergan Inc.,1
Acular Ls,Allergan Inc.,1
Acuvail,Allergan Inc.,1
Acyclovir Sodium,Auromedics-Eugi,1
Acyclovir Sodium,Auromedics-Nova,1
Acyclovir Sodium,Fresenius Kabi,1
Acyclovir*,Actavis/Teva*,1
Acyclovir*,Ahp,1
Acyclovir*,Alembic Pharmac,1
Acyclovir*,Amneal Pharmace,1
Acyclovir*,Apotex Corp,1
Acyclovir*,Avet Pharmaceut,1
Acyclovir*,Avpak,1
Acyclovir*,Bionpharma Inc.,1
Acyclovir*,Camber Pharmace,1
Acyclovir*,Carlsbad Tech,1
Acyclovir*,Cosette Pharmac,1
Acyclovir*,Fougera/Sandoz,1
Acyclovir*,Glenmark Pharma,1
Acyclovir*,Hi-Tech/Akorn C,1
Acyclovir*,Major Pharmaceu,1
Acyclovir*,Mylan Instituti,1
Acyclovir*,Mylan*,1
Acyclovir*,Nivagen Pharmac,1
Acyclovir*,Northstar Rx Ll,1
Acyclovir*,Novitium/Ani Ph,1
Acyclovir*,Padagis,1
Acyclovir*,Quinn Pharmaceu,1
Acyclovir*,Ranbaxy Pharmac,1
Acyclovir*,Ranbaxy/Sun Pha,1
Acyclovir*,Taro Pharm USA,1
Acyclovir*,Teva USA*,1
Acyclovir*,Tolmar Inc.,1
Acyclovir*,Torrent Pharmac,1
Acyclovir*,Viona Pharmaceu*,1
Acyclovir*,Vistapharm/Pai,1
Acyclovir*,"Xiromed, LLC",1
Acyclovir*,Yiling Pharmace,1
Acyclovir*,Zydus Pharmaceu*,1
Aczone,Allerg/Almirall,1
Adacel Tdap,Sanofi-Pasteur,1
Adakveo,Novartis,1
Adapalene,Actavis/Teva,1
Adapalene,Alembic Pharmac,1
Adapalene,Fougera/Sandoz,1
Adapalene,Mayne Pharma In,1
Adapalene,Perrigo/Padagis,1
Adapalene,Prasco Labs,1
Adapalene,Sandoz,1
Adapalene,Taro Pharm USA,1
Adapalene-Benzoyl Peroxide,Glenmark Pharma,1
Adapalene-Benzoyl Peroxide,Mayne Pharma In,1
Adapalene-Benzoyl Peroxide,Padagis,1
Adapalene-Benzoyl Peroxide,Perrigo/Padagis,1
Adapalene-Benzoyl Peroxide,Prasco Labs,1
Adapalene-Benzoyl Peroxide,Sandoz,1
Adapalene-Benzoyl Peroxide,Taro Pharm USA,1
Adapalene-Benzoyl Peroxide,Teva USA,1
Adapalene-Benzoyl Peroxide,Viona Pharmaceu,1
Adbry,Leo Pharma Inc.,1
Adcetris,Seagen Inc.,1
Adcirca,Eli Lilly & Co.,1
Adderall,Teva USA,1
Adderall XR,Shire US Inc.,1
Adefovir Dipivoxil,Apotex Corp,1
Adefovir Dipivoxil,Sigmapharm Labo,1
Adempas,"Bayer,Pharm Div",1
Adenocard,Astellas Pharma,1
Adenoscan,Astellas Pharma,1
Adenosine,Akorn Inc.,1
Adenosine,Akorn/Novaplus,1
Adenosine,App/Fresenius K,1
Adenosine,Auromedics-Eugi,1
Adenosine,Avet Pharmaceut,1
Adenosine,Fresenius Kabi,1
Adenosine,Hospira/Pfizer,1
Adenosine,Mylan Inst-Nova,1
Adenosine,Mylan Instituti,1
Adenosine,Northstar Rx Ll,1
Adenosine,Sagent Pharmace,1
Adenosine,Teva Parenteral,1
Adhansia XR,Adlon Therapeut,1
Adhesive Tape,Sm-Strategic So,1
Adlyxin,Sanofi-Aventis,1
Admelog,Sanofi-Aventis,1
Admelog Solostar,Sanofi-Aventis,1
Adrenalin,Par Pharm-Novap,1
Adrenalin,Par Pharmaceuti,1
Adrenalin,Par/Premier Pro,1
Adrenalin Chloride,Par Pharmaceuti,1
Adriamycin,West-Ward/Hi-No,1
Adriamycin,West-Ward/Hikma,1
Adrucil,Teva Parenteral,1
Adult Multivitamin Gummies,"US Nutrition, I",1
Advair Diskus,Glaxosmithkline,1
Advair HFA,Glaxosmithkline,1
Advate,Baxalta US Inc.,1
Adynovate,Baxalta US Inc.,1
Adzenys ER,Neos Brands/Ayt,1
Adzenys XR-ODT,Neos Brands/Ayt,1
Aerochamber Plus Flow-Vu,Allergan Inc.,4
Afinitor,Novartis,1
Afinitor Disperz,Novartis,1
Afrezza,Mannkind Corpor,1
Afrin Saline Nasal Mist,S-P Healthcare,1
Afstyla,CSL Behring LLC,1
Aggrastat,Medicure Intern,2
Agrylin,Shire US Inc.,1
Aimovig Autoinjector,Amgen,1
Airduo Digihaler,Teva Specialty,1
Airduo Respiclick,Teva Specialty,1
Ajovy Autoinjector,Teva USA,1
Ajovy Syringe,Teva USA,1
Ak-Fluor,Akorn Inc.,1
Ak-Poly-Bac,Akorn Inc.,1
Aklief,Galderma Labora,1
Akovaz,Exela Pharma Sc,1
Akten,Akorn Inc/Thea,1
Akynzeo,Helsinn Therape,2
Albendazole,Amneal Pharmace,1
Albendazole,Camber Pharmace,1
Albendazole,"Cipla USA, Inc.",1
Albendazole,Dr.Reddy'S Lab,1
Albendazole,Edenbridge Phar,1
Albendazole,Northstar Rx Ll,1
Albendazole,Novadoz Pharmac,1
Albendazole,Teva USA,1
Albendazole,Zydus Pharmaceu,1
Albenza,Amneal Pharmace,1
Albuked-25,Kedrion Biophar,1
Albuked-5,Kedrion Biophar,1
Albumin (Human),Octapharma USA,1
Albuminar-25,CSL Behring LLC,1
Albuminar-5,Aventis Behring,1
Albuminar-5,CSL Behring LLC,1
Albuminex,Bio Products La,1
Alburx,CSL Behring LLC,1
Albutein,Grifols,1
Albuterol Sulfate HFA,"Cipla USA, Inc.",1
Albuterol Sulfate HFA,"Civica, Inc.",1
Albuterol Sulfate HFA,Exelan Pharmace,1
Albuterol Sulfate HFA,Lupin Pharmaceu,1
Albuterol Sulfate HFA,Par Pharm.,1
Albuterol Sulfate HFA,Perrigo/Padagis,1
Albuterol Sulfate HFA,Prasco Labs,1
Albuterol Sulfate HFA,Sandoz,1
Albuterol Sulfate HFA,Teva USA,1
Albuterol Sulfate HFA,West-Ward/Hikma,1
Albuterol Sulfate*,Actavis/Teva*,1
Albuterol Sulfate*,Ahp,1
Albuterol Sulfate*,Amneal Pharmace,1
Albuterol Sulfate*,Bausch Health U,1
Albuterol Sulfate*,Chartwell Rx Ll,1
Albuterol Sulfate*,Hi-Tech/Akorn C*,1
Albuterol Sulfate*,Mutual Pharm Co,1
Albuterol Sulfate*,Mylan Specialty,1
Albuterol Sulfate*,Mylan*,1
Albuterol Sulfate*,Nephron Corp,1
Albuterol Sulfate*,Nivagen Pharmac,1
Albuterol Sulfate*,Quagen Pharmace,1
Albuterol Sulfate*,Rising Pharm,1
Albuterol Sulfate*,Ritedose Pharma,1
Albuterol Sulfate*,Sandoz,1
Albuterol Sulfate*,Sun Pharma Glob,1
Albuterol Sulfate*,Virtus Pharmace,1
Albuterol Sulfate*,Vistapharm,1
Albuterol Sulfate*,Zydus Pharmaceu,1
Alcaine,Alcon Laborator,1
Alclometasone Dipropionate,Fougera/Sandoz,1
Alclometasone Dipropionate,Glenmark Pharma,1
Alclometasone Dipropionate,Taro Pharm USA,1
Alcohol Prep Pads,Rugby,1
Alcohol Prep Pads,Sm-Strategic So,1
Alcohol Swabs,Leader,1
Alcohol Swabs,Perrigo Diabete,1
Alcohol Wipes,Leader,1
"Alcohol,Dehydrated",Akorn Inc.,1
Aldactazide,Pharmaci/Pfizer,1
Aldactone,Pharmaci/Pfizer,1
Aldurazyme,Genzyme,1
Alecensa,"Genentech, Inc.",1
Alendronate Sodium,Actavis/Impax G,1
Alendronate Sodium,Aurobindo Pharm,1
Alendronate Sodium,"Cipla USA, Inc.",1
Alendronate Sodium,Dr.Reddy'S Lab,1
Alendronate Sodium,Exelan Pharmace,1
Alendronate Sodium,Northstar Rx Ll,1
Alendronate Sodium,Rising Pharm,1
Alendronate Sodium,Sun Pharmaceuti,1
Alendronate Sodium,Tagi Pharma,1
Alendronate Sodium,Virtus Pharmace,1
Alendronate Sodium,West-Ward/Hikma,1
Alfentanil HCl,Akorn Inc.,1
Alfuzosin HCl ER,Apotex Corp,1
Alfuzosin HCl ER,Aurobindo Pharm,1
Alfuzosin HCl ER,"Cipla USA, Inc.",1
Alfuzosin HCl ER,Exelan Pharmace,1
Alfuzosin HCl ER,Rising Pharm,1
Alfuzosin HCl ER,Sun Pharma Glob,1
Alfuzosin HCl ER,Torrent Pharmac,1
Alfuzosin HCl ER,Unichem Pharmac,1
Alimta,Eli Lilly & Co.,1
Aliqopa,"Bayer,Pharm Div",1
Aliskiren,Par Pharm.,1
Aliskiren,Prasco Labs,1
Alkindi Sprinkle,Eton Pharmaceut,1
Allergy Relief,Ohm Labs.,2
Allergy Relief Nasal Decongest,Ohm Labs.,1
Allopurinol,Accord Healthca,1
Allopurinol,Actavis/Teva,1
Allopurinol,Ahp,1
Allopurinol,Arise Pharmaceu,1
Allopurinol,Avet Pharmaceut,1
Allopurinol,Dr.Reddy'S Lab,1
Allopurinol,Ingenus Pharmac,1
Allopurinol,Major Pharmaceu,1
Allopurinol,Mckesson Packag,1
Allopurinol,Mylan,1
Allopurinol,Mylan Instituti,1
Allopurinol,Northstar Rx Ll,1
Allopurinol,Qualitest/Par P,1
Allopurinol,Ranbaxy/Sun Pha,1
Allopurinol,Sun Pharmaceuti,1
Allopurinol,Unichem Pharmac,1
Allopurinol,Zydus Pharmaceu,1
Allzital,Larken Labs,1
Almotriptan Malate,Ajanta Pharma L,1
Almotriptan Malate,Mylan,1
Alocril,Allergan Inc.,1
Alogliptin,Padagis,1
Alogliptin,Perrigo/Padagis,1
Alogliptin-Metformin,Padagis,1
Alogliptin-Metformin,Perrigo/Padagis,1
Alogliptin-Pioglitazone,Padagis,1
Alogliptin-Pioglitazone,Perrigo/Padagis,1
Alomide,Alcon/Novartis,1
Alora,Allergan Inc.,1
Alosetron HCl,Actavis/Teva,1
Alosetron HCl,Amneal Pharmace,1
Alosetron HCl,Lifestar Pharma,1
Alosetron HCl,Par Pharm.,1
Alosetron HCl,Rising Pharm,1
Alosetron HCl,Roxane/West-War,1
Aloxi,Eisai Inc./Hels,1
Aloxi,Helsinn Therape,1
Alphagan P,Allergan Inc.,1
Alphanate,Grifols,1
Alphanine SD,Grifols,1
Alprazolam,Actavis/Teva,1
Alprazolam,Aurobindo Pharm,1
Alprazolam,Breckenridge,1
Alprazolam,Dava Pharmaceut,1
Alprazolam,Greenstone LLC.,1
Alprazolam,Major Pharmaceu,1
Alprazolam,Mylan,1
Alprazolam,Mylan Instituti,1
Alprazolam,Par Pharm.,1
Alprazolam,Sandoz,1
Alprazolam,Sun Pharma Glob,1
Alprazolam ER,Actavis/Teva,1
Alprazolam ER,Aurobindo Pharm,1
Alprazolam Intensol,Roxane/West-War,1
Alprazolam ODT,Actavis/Teva,1
Alprazolam ODT,Par Pharm.,1
Alprazolam XR,Greenstone LLC.,1
Alprolix,Bioverativ Ther,1
Alprostadil,Teva Parenteral,1
Alrex,Bausch & Lomb I,1
Altace,Monarch Phrm,1
Altavera,"Xiromed, LLC",1
Altoprev,Covis Pharma,1
Altreno,Bausch Health U,1
Alum-Mag Hydroxide-Simethicone,Vistapharm,1
Alunbrig,Takeda Pharmace,1
Alvesco,Covis Pharma,1
Alvimopan,Teva USA,1
Alyacen,Glenmark Pharma,1
Alyq,Teva USA,1
Amabelz,Lupin Pharmaceu,1
Amantadine,Actavis/Teva,1
Amantadine,Advagen Pharma,1
Amantadine,Ahp,1
Amantadine,Alembic Pharmac,1
Amantadine,Avet Pharmaceut,1
Amantadine,Avpak,1
Amantadine,Bionpharma Inc.,1
Amantadine,Hi-Tech/Akorn C,1
Amantadine,Jubilant Cadist,1
Amantadine,Major Pharmaceu,1
Amantadine,Morton Grove Ph,1
Amantadine,Pharm Assoc Inc,1
Amantadine,Rising Pharm,1
Amantadine,Sandoz,1
Amantadine,Strides Pharma,1
Amantadine,Upsher Smith La,1
Amantadine,Upsher-Smith La,1
Amantadine,Zydus Pharmaceu,1
Amaryl,Sanofi-Aventis,1
Ambien,Sanofi-Aventis,1
Ambien Cr,Sanofi-Aventis,1
Ambisome,Astellas Pharma,1
Ambrisentan,Actavis/Teva,1
Ambrisentan,"Cipla USA, Inc.",1
Ambrisentan,Mylan,1
Ambrisentan,Par Pharm.,1
Ambrisentan,Sun Pharma Glob,1
Ambrisentan,Zydus Pharmaceu,1
Amcinonide,Fougera/Sandoz,1
Ameluz,Biofrontera Inc,1
Amerge,Glaxosmithkline,1
Amethia,Mayne Pharma In,1
Amethyst,Actavis/Teva,1
Amicar,Clover Pharmace,1
Amidate,Hospira/Pfizer,1
Amikacin Sulfate,Avet Pharmaceut,1
Amikacin Sulfate,Avet/Novaplus,1
Amikacin Sulfate,Fresenius Kabi,1
Amikacin Sulfate,Sagent Pharmace,1
Amikacin Sulfate,Teva Parenteral,1
Amikacin Sulfate,West-Ward/Hikma,1
Amiloride HCl,Par Pharm.,1
Amiloride HCl,Perrigo/Padagis,1
Amiloride HCl,Sigmapharm Labo,1
Amiloride-Hydrochlorothiazide,Mylan,1
Amiloride-Hydrochlorothiazide,Teva USA,1
Aminoacetic Acid,Baxter Healthca,1
Aminocaproic Acid*,Akorn Inc.,1
Aminocaproic Acid*,Amer. Regent,1
Aminocaproic Acid*,Amneal Pharmace,1
Aminocaproic Acid*,Ani Pharmaceuti,1
Aminocaproic Acid*,Biocon Pharma I,1
Aminocaproic Acid*,Hospira/Pfizer,1
Aminocaproic Acid*,Leading Pharma,1
Aminocaproic Acid*,Novadoz Pharmac,1
Aminocaproic Acid*,"Trupharma, LLC.",1
Aminocaproic Acid*,Vistapharm/Pai,1
Aminocaproic Acid*,Vitruvias Thera,1
Aminophylline,Amer. Regent,1
Aminophylline,Hospira,1
Aminophylline,Hospira-Novaplu,1
Aminophylline,Hospira/Pfizer,1
Aminosyn II,Hospira/Icu Med,1
Amiodarone HCl*,Advagen Pharma,1
Amiodarone HCl*,Ahp,1
Amiodarone HCl*,Aurobindo Pharm,1
Amiodarone HCl*,Auromedics-Eugi,1
Amiodarone HCl*,Cameron Pharmac,1
Amiodarone HCl*,Fresenius Kabi,1
Amiodarone HCl*,Major Pharmaceu,1
Amiodarone HCl*,Mayne Pharma In,1
Amiodarone HCl*,Mylan Instituti,1
Amiodarone HCl*,Northstar Rx Ll,1
Amiodarone HCl*,Sagent Pharmace,1
Amiodarone HCl*,Sandoz,1
Amiodarone HCl*,Sky Pharmaceuti,1
Amiodarone HCl*,Taro Pharm USA,1
Amiodarone HCl*,Unichem Pharmac,1
Amiodarone HCl*,West-Ward/Hikma,1
Amiodarone HCl*,Zydus Pharmaceu,1
Amitiza,Takeda Pharmace,1
Amitriptyline HCl,Accord Healthca,1
Amitriptyline HCl,Ahp,1
Amitriptyline HCl,Lifestar Pharma,1
Amitriptyline HCl,Major Pharmaceu,1
Amitriptyline HCl,Mylan,1
Amitriptyline HCl,Mylan Instituti,1
Amitriptyline HCl,Northstar Rx Ll,1
Amitriptyline HCl,Qualitest/Par P,1
Amitriptyline HCl,Sandoz,1
Amitriptyline HCl,Sun Pharmaceuti,1
Amitriptyline HCl,Unichem Pharmac,1
Amitriptyline HCl,Zydus Pharmaceu,1
Amlodipine Besylate,Aci Healthcare,1
Amlodipine Besylate,Ahp,1
Amlodipine Besylate,Ascend Laborato,1
Amlodipine Besylate,Aurobindo Pharm,1
Amlodipine Besylate,Avpak,1
Amlodipine Besylate,Camber Pharmace,1
Amlodipine Besylate,Caraco/Sun Phar,1
Amlodipine Besylate,"Cipla USA, Inc.",1
Amlodipine Besylate,Dr.Reddy'S Lab,1
Amlodipine Besylate,Epic Pharma LLC,1
Amlodipine Besylate,Exelan Pharmace,1
Amlodipine Besylate,Greenstone LLC.,1
Amlodipine Besylate,Legacy Pharmace,1
Amlodipine Besylate,Lupin Pharmaceu,1
Amlodipine Besylate,Macleods Pharma,1
Amlodipine Besylate,Major Pharmaceu,1
Amlodipine Besylate,Mckesson Packag,1
Amlodipine Besylate,Mylan,1
Amlodipine Besylate,Mylan Instituti,1
Amlodipine Besylate,Oxford Pharmace,1
Amlodipine Besylate,Roxane/West-War,1
Amlodipine Besylate,Unichem Pharmac,1
Amlodipine Besylate,Zydus Pharmaceu,1
Amlodipine Besylate-Benazepril,Aurobindo Pharm,1
Amlodipine Besylate-Benazepril,Bluepoint Labor,1
Amlodipine Besylate-Benazepril,Dr.Reddy'S Lab,1
Amlodipine Besylate-Benazepril,Lupin Pharmaceu,1
Amlodipine Besylate-Benazepril,Rising Pharm,1
Amlodipine Besylate-Benazepril,Sandoz,1
Amlodipine-Atorvastatin,Apotex Corp,1
Amlodipine-Atorvastatin,Dr.Reddy'S Lab,1
Amlodipine-Atorvastatin,Greenstone/Pras,1
Amlodipine-Atorvastatin,Mylan,1
Amlodipine-Atorvastatin,Prasco Labs,1
Amlodipine-Olmesartan,Ajanta Pharma L,1
Amlodipine-Olmesartan,Apotex Corp,1
Amlodipine-Olmesartan,Ascend Laborato,1
Amlodipine-Olmesartan,Aurobindo Pharm,1
Amlodipine-Olmesartan,Glenmark Pharma,1
Amlodipine-Olmesartan,Macleods Pharma,1
Amlodipine-Olmesartan,"Micro Labs USA,",1
Amlodipine-Olmesartan,Sun Pharmaceuti,1
Amlodipine-Olmesartan,Torrent Pharmac,1
Amlodipine-Valsartan,Alembic Pharmac,1
Amlodipine-Valsartan,Aurobindo Pharm,1
Amlodipine-Valsartan,Lupin Pharmaceu,1
Amlodipine-Valsartan,Mylan,1
Amlodipine-Valsartan,Sandoz,1
Amlodipine-Valsartan,Torrent Pharmac,1
Amlodipine-Valsartan-HCTZ,Aurobindo Pharm,1
Amlodipine-Valsartan-HCTZ,Lupin Pharmaceu,1
Amlodipine-Valsartan-HCTZ,Strides Pharma,1
Amlodipine-Valsartan-HCTZ,Torrent Pharmac,1
Ammonia Inhalant,X-Gen Pharmaceu,1
Ammonium Chloride,Eli Lilly & Co.,1
Ammonium Lactate,Major Pharmaceu,1
Ammonium Lactate,Perrigo/Padagis,1
Ammonium Lactate,Taro Pharm USA,1
Amnesteem,Mylan,1
Amondys-45,Sarepta Therape,1
Amoxapine,Actavis/Teva,1
Amoxicillin,Aurobindo Pharm,1
Amoxicillin,Dr.Reddy'S Lab,1
Amoxicillin,Northstar Rx Ll,1
Amoxicillin,Par Pharm.,1
Amoxicillin,Rising Pharm,1
Amoxicillin,Sandoz,1
Amoxicillin,Teva USA,1
Amoxicillin,West-Ward/Hikma,1
Amoxicillin-Clavulanate Pot ER,Sandoz,1
Amoxicillin-Clavulanate Potass,Aurobindo Pharm,1
Amoxicillin-Clavulanate Potass,Bionpharma Inc.,1
Amoxicillin-Clavulanate Potass,Dr.Reddy'S Lab,1
Amoxicillin-Clavulanate Potass,"Micro Labs USA,",1
Amoxicillin-Clavulanate Potass,Morton Grove Ph,1
Amoxicillin-Clavulanate Potass,Northstar Rx Ll,1
Amoxicillin-Clavulanate Potass,Sandoz,1
Amoxicillin-Clavulanate Potass,Teva USA,1
Amoxicillin-Clavulanate Potass,West-Ward/Hikma,1
Amphadase,Amphastar Pharm,1
Amphetamine,Prasco Labs,1
Amphetamine Sulfate,Amneal Pharmace,1
Amphetamine Sulfate,Dr.Reddy'S Lab,1
Amphetamine Sulfate,Granules Pharma,1
Amphetamine Sulfate,Lannett Co. Inc,1
Amphetamine Sulfate,Mallinckrodt Ph,1
Amphetamine Sulfate,Solco Healthcar,1
Amphetamine Sulfate,Sun Pharmaceuti,1
Amphetamine Sulfate,Wilshire Pharma,1
Amphotericin B,X-Gen Pharmaceu,1
Amphotericin B Liposome,Sun Pharmaceuti,1
Ampicillin Sodium*,App/Fresenius K,1
Ampicillin Sodium*,Athenex Pharmac,1
Ampicillin Sodium*,Auromedics-Eugi,1
Ampicillin Sodium*,"Civica, Inc.",1
Ampicillin Sodium*,Fresenius Kabi,1
Ampicillin Sodium*,Hospira/Pfizer,1
Ampicillin Sodium*,Mylan Instituti,1
Ampicillin Sodium*,Piramal Critica,1
Ampicillin Sodium*,Sagent Pharmace,1
Ampicillin Sodium*,Sandoz*,1
Ampicillin Sodium*,Sandoz/Novaplus*,1
Ampicillin Sodium*,Sandoz/Premier,1
Ampicillin Sodium*,WG Critical Car,1
Ampicillin Sodium*,Xellia Pharmace,1
Ampicillin Trihydrate,Sandoz,1
Ampicillin-Sulbactam*,App/Fresenius K,1
Ampicillin-Sulbactam*,Auromedics-Eugi,1
Ampicillin-Sulbactam*,"Civica, Inc.",1
Ampicillin-Sulbactam*,Hospira/Pfizer*,1
Ampicillin-Sulbactam*,Meitheal Pharma,1
Ampicillin-Sulbactam*,Mylan Instituti,1
Ampicillin-Sulbactam*,Piramal Critica,1
Ampicillin-Sulbactam*,Sagent Pharmace,1
Ampicillin-Sulbactam*,WG Critical Car,1
Ampicillin-Sulbactam*,West-Ward/Hikma,1
Ampicillin-Sulbactam*,Xellia Pharmace,1
Ampyra,Acorda Therapeu,1
Amrix,Teva USA,1
Amvuttra,Alnylam Pharmac,1
Amzeeq,Journey Medical,1
Amzeeq,Vyne/Journey,1
Anafranil,Mallinckrodt Ph,1
Anagrelide HCl,Teva USA,1
Anagrelide HCl,Torrent Pharmac,1
Anaspaz,B.F Ascher & Co,1
Anastrozole,Accord Healthca,1
Anastrozole,Ahp,1
Anastrozole,Apotex Corp,1
Anastrozole,Aurobindo Pharm,1
Anastrozole,Bluepoint Labor,1
Anastrozole,Breckenridge,1
Anastrozole,Dr.Reddy'S Lab,1
Anastrozole,Major Pharmaceu,1
Anastrozole,Teva USA,1
Anastrozole,Yiling Pharmace,1
Anastrozole,Zydus Pharmaceu,1
Andexxa,Alexion/Astraze,1
Androderm,Allergan Inc.,1
Androgel,Abbvie US LLC,1
Anectine,"Civica, Inc.",1
Anectine,Sandoz,1
Anectine,Sandoz/Novaplus,1
Angeliq,"Bayer,Pharm Div",1
Angiomax,Medicine/Sandoz,1
Angiomax,Sandoz,1
Animal Shapes,Leader,1
Animal Shapes,Major Pharmaceu,1
Anjeso,"Baudax Bio, Inc",1
Annovera,Therapeuticsmd,1
Anoro Ellipta,Glaxosmithkline,1
Antara,Lupin Pharma,1
