Mftr_Name
Owen Mumford Us
Mylan
Upsher Smith La
Upsher-Smith La
Astellas Pharma
Clover Pharmace
Avet/Novaplus
Teva Parenteral
Biocon Pharma I
Leading Pharma
Vitruvias Thera
Cameron Pharmac
Epic Pharma LLC
Bi-Coastal Phar
Caraco/Sun Phar
Aci Healthcare
Oxford Pharmace
Legacy Pharmace
Biomes Pharmace
Ascend Laborato
Bluepoint Labor
Greenstone/Pras
Gavis/Lupin
Sarepta Therape
Neopharma Inc
American Antibi
Granules Pharma
X-Gen Pharmaceu
Athenex Pharmac
Sandoz/Novaplus*
Xellia Pharmace
Piramal Critica
Sandoz*
Sandoz/Premier
WG Critical Car
Methapharm Inc
Hospira/Pfizer*
Meitheal Pharma
Acorda Therapeu
Alnylam Pharmac
Vyne/Journey
Journey Medical
Sebela Pharmace*
B.F Ascher & Co
Abbvie US LLC
Therapeuticsmd
Lupin Pharma
Casper Pharma L
Salix Pharmaceu
US World/Supern
Viiv Healthcare
Rhodes Pharmace
Sunovion Pharma
Boehringer Ing.
Baxalta US Inc.
Kiniksa Pharmac
Orapharma
Slate Run Pharm
Eisai Inc.
Insmed Incorpor
Xlcare Pharmace
Safecor Health
Solco Healthcar
Silarx/Lannett
Orchid/Bionphar
Alkermes Inc
Forest/Allergan
"Adma Biologics,"
Merck Sharp & D
Organon LLC
Arkray USA
Laurus Labs Lim
"Gsms, Inc."
Quallent Pharma
Cambridge Thera
Ohm-Sun Pharmac
Sciegen Pharmac
Kremers/Lannett
International L
Avpak
"KVK-Tech, Inc."
Gilead Sciences
Oak Pharmaceuti
"Afaxys, Inc."
Keryx Biopharma
Bd Diabetes
Axsome Therapeu
"Kaleo, Inc."
Endo Pharm Inc.
GSK/Woodward Ph
Biogen-Idec
Teva Women's He
Blueprint Medic
Armas Pharmaceu
BMS Primarycare
Somerset Therap
Fosun Pharma Us
Bryant Ranch Pr
Apotex Corp*
Sun Pharma Glob*
"Solubiomix, LLC"
Teva Neuroscien
Athenex-Novaplu
Daiichi Sankyo/
Fresenius/Novap
Becton Dickinso
Kartha Pharmace
Caraco Pharma I
Banner Life Sci
Avion Pharmaceu
Janssen Product
J&J Cons Prod
"Emd Serono, Inc"
Melinta Therape*
Biodelivery Sci
"Cephalon,Inc.-T"
"Daiichi Sankyo,"
Glaxosmithkline*
Smg Pharmaceuti
Aptalis/Allerga*
Aiping Pharmace
Acella Pharmace
Bayshore Pharma
Excellium Pharm
CSL Behring LLC
Pharmaessentia
Alcon Laborator
"Oakrum Pharma,"
Teligent Pharma
Versapharm/Akor
"STI Pharma, LLC"
Eci Pharmaceuti
"Chiesi USA, Inc"
Astrazeneca
Oceanside Pharm*
Amneal Pharmace*
Arbor/Azurity
Arbor Pharmaceu
Alembic Pharmac*
Ascend Therapeu
Roche Labs.
"Duchesnay USA,"
Hikma Pharmaceu
Dr.Reddy'S Lab*
Allergan/Botox
Array/Pfizer
Pacific-Zydus (
Oceanside Pharm
Sebela Pharmace
UCB Pharma*
Sunovion/Lupin
"Beigene USA, In"
Alcon Surgical
Astrazeneca/Pra
Heritage Pharma
Indivior Inc.
Alvogen Inc
West-Ward/Hikma*
Almatica Pharma
"Apnar Pharma, L"
Global Pharm
Radha Pharmaceu
Westminster Pha
TWI Pharmaceuti
Method Pharmace
Sunrise Pharmac
Seton Pharmaceu
Proficient Rx L
"Mikart, Inc"
Purdue Pharma L
Albireo Pharma
Centurion Labs
"Exelixis, Inc."
Pfizer/Viatris
International M
Assertio Therap
"Myokardia, Inc."
Intra-Cellular
Amici Pharmaceu
Aptalis/Allerga
Orphan Europe/R
Amerigen Pharma
Foxland Pharmac
"Biocomp Pharma,"
Facet Technolog
Future Diagnost
Wallace/Mylan
Vensun/Strides
Wilshire Pharma
Leadiant Biosci*
"Cmp Pharma, Inc"
"Almaject, Inc"
Zylera/Cerecor
Samson Medical
Sagent/Premierp
West-Ward-Novap
Apotex/Novaplus
App/Premierpro
Hospira-Novaplu*
Cephazone Pharm*
Modavar Pharmac
"Emc Pharma, LLC"
Sydon Labs LLC
Medstone Pharma
Cequr Corporati
Recordati Rare
Travere Therape
Xttrium Labs.
Dash Pharmaceut
Zameer Pharmace
Vistapharm
Trigen Laborato
Cintex Services
Axis Pharmaceut
Manchester Phar
Medimetriks Pha
Fougera
Mylan Specialty
UCB Pharma
Viropharma Biol
Heron Therapeut
Rising Pharm*
Pd-Rx Pharm
Altaire Pharm
Claris/Baxter
Caraco Pharm
Mission Pharm.
Ayurax
Ferring Ph Inc
Pharmaci/Pfizer*
Encube Ethicals
Solaris Pharma
Greenstone LLC.*
Glasshouse Phar
Fougera/Sandoz*
3M Espe Dental
Sola Pharmaceut
Ipg Pharmaceuti
Epi Health LLC
Vgyaan Pharmace
Megalith Pharma
Mylan/Aurobindo
Heartwood Pharm
HLS Therapeutic
Tris Pharma Inc
Noven Therapeut
Slv Pharmaceuti
US Pharmaceutic
Janssen Pharm.
Nalpropion/Curr
Vertical Pharm
"Verastem, Inc."
"Secura Bio, Inc"
"Uswm, LLC, D.B."
US Worldmeds
Meda/Mylan Spec
Astellas Pharma*
Woodward Pharma*
"Micro Labs USA,*"
Marnel Pharm.
Ultragenyx Phar
Covidien/Kendal
Beiersdorf-Futu
Shire/Takeda Ph
Merz
Innovida Pharma
"SA3, LLC"
Virtue Rx
Alivio Medical
Baxter Healthca*
Amneal Bioscien
The Chao Center
Santarus Inc/Sa
Patrin Pharma
Alexso Inc
Saol/Kamada Ltd
CSL/Saol Thera
Durata/Allergan
Pacific/Greenst
Jacobus Pharm.
Xellia-Premierp
Sagent/Novaplus
Meitheal-Novapl
Be Pharmaceutic
Vyera Pharmaceu
Janssen Biotech
Ferring Ph Inc*
Pfizer/Novaplus
Royal Pharmaceu
Puretek Corpora
Belcher Pharmac
Amring Pharmace
Amring Pharmace*
Northstar Rx Ll*
Sun Pharmaceuti*
Kmm Pharmaceuti
"IGI Labs, Inc./"
Fera Pharmaceut
Mylan Inst-Nova
Amerigen/Ani Ph
Oryza Pharmaceu
Acetris Health
"Biocodex, Inc"
Hillestad Pharm
E5 Pharma
Mylan/Archis Ph
Ina Pharmaceuti
Archis Pharma L
Avkare*
Pharmaceutica N
Repharm LLC
Eagle Pharmaceu
Emerald Therape
Provepharm Inc.
Apollo/Provepha
Puracap Laborat
Winder Laborato
Vertical/Avion
Winthrop US
"Akarx, Inc."
Macoven Pharmac
Harris Pharm
"Htl-Strefa, S.A"
"Htl-Strefa, Inc"
BMS/H2 Pharma L
Astrazeneca/Cov
Wyeth/Pfizer
Concordia Pharm
Ipsen Biopharma
Mhc Medical Pro
Bd Medical Surg
Auxilium/Endo P
Nomax Inc
Theratechnologi
Aventura Pharma
Rx Elite
Ptc Therapeutic
Apellis Pharmac
Jaymac Pharma
Emmaus Medical
Bioverativ U.S.
Amphastar Pharm
Veloxis Pharmac
Azurity Pharmac
Jazz Pharmaceut
Mylan/Prasco La
Validus Pharmac
Tersera Therape
Par/Premier Pro
Auromedics-Nova
Astrazeneca Lp/
Actavis/Allerga*
Waylis Therapeu
Provell Pharmac
Regeneron Pharm
Exel Int'L Inc.
Mitsubishi Tana
Kala/Alcon Labo
Mylan Instituti*
Sky Pharmaceuti
Vanda Pharmaceu
"Kyowa Kirin, In"
Millicent Pharm
Austarpharma Ll
Perrigo Co.
Specgx LLC
Shionogi Pharma
Novo Nordisk
Aphena Pharma S
"Zogenix, Inc."
Catalyst Pharma
Azurity-Novaplu
Eyevance Pharma
Alcon/Eyevance
Ibsa Pharma Inc
Salerno Pharmac
Renaissance Lak
Denmat Holdings
Spear Pharm/May
Accord Healthca*
Time-Cap Labs
Spectrum/Acrote
Novadoz-Premier
Aveo Pharmaceut
Abbott Diabetes
Sandoz/Novaplus
Mylan/Auromedic
Hospira-Novaplu
Sterling-Knight
New Horizon Rx
Amicus Therapeu
Grifols Therape
Kedrion Biophar
Bio Products La
Nps Pharmaceuti
Equaline Vitami
Urovant Science
"Evoke Pharma, I"
Carwin Associat
Fh2 Pharma LLC
Supernus/Adamas
Braintree/Sebel
Assertio/Almati
"Alk-Abello, Inc"
Precision Dose
Xeris Pharmaceu
"Innogenix, Inc."
"West-Ward,Inc./"
Allison Medical
Acrotech Biopha
Meitheal-Premie
"Hepalink USA, I"
Genus Lifescien
Ani Pharmaceuti*
Slayback Pharma
Nobelpharma Ame
County/Alvogen
Wallace/Mylan*
Noble Pharmaceu*
County/Alvogen*
Alvogen Inc*
Acella Pharmace*
Smith&n/United
"Ardelyx, Inc"
Polygen Pharmac
Landmark Supply
"Pharmacyclics,"
"Profounda, Inc"
Heb Grocery Com
Egalet/Zyla Lif*
Neurocrine Bios
Medtronic Minim
Taiho Oncology
Sam'S West Inc
American Sales
Select Brand
Rite Aid-Bd
Dinorio Medical
Access LLC
Med.Plastic Dev
Artsana Spa
Amag/Covis Phar
Merck Sharp & D*
Alcon/Imprimis
Hisun Pharmaceu
Valneva
Incyte Corporat
Clarus/Tolmar
Ironshore Pharm
Amryt Pharmaceu
Beach Products
Dyax Corp./Shir
Vertex Pharmace
Pharmaderm/Sand
Taro Pharm USA*
Misemer Pharmac
Virtus Pharmace*
Sagent Pharmace*
Fresenius/Novap*
Fosun Pharma Us*
Athenex Pharmac*
"Almaject, Inc*"
Strongbridge Us
Melinta Therape
Sobi-Swedish Or
H2 Pharma LLC
Hikma Specialty
Corcept Therape
Astrazeneca/Ale
Cumberland Phar
Biomarin Pharma
B.Braun*
Owp Pharmaceuti
West Therapeuti
Asegua Therapeu
Ingenus Pharmac*
Prasco/Woodward
Partner Therape
Burel/Prasco La
Solco Healthcar*
Hosp/Pfiz-Premi
Dr. Reddy'S/Nov
"Neolpharma, Inc"
Akorn Inc.*
Sentynl Therapu
Teva Pharm
Meda/Mylan Spec*
Dusa/Sun Pharma
Teva/Novaplus
International M*
Spectra Medical
Puretek Corpora*
Saol/Amneal Pha
Kowa Pharmaceut
Medicore
Mirum Pharmaceu
Sanofi/Premierp
Sunovion/Woodwa
Aurinia Pharma
Laboratoire Hra
Exela Pharma Sc
Amag/Covis Phar*
"Macrogenics, In"
Thepharmanetwor
Medilink A/S
Delta Hi-Tech
Amphastar/Novap
Metcure Pharmac
Lifsa Drugs LLC
Sallus Laborato
Upstate Pharma
Amneal/Premier
Amneal Bio-Nova
App/Fresenius K*
New Amer/Melint
Baxter/Premierp
"Cotherix, Inc."
Avalo Therapeut
Zylera
Ranbaxy Pharma
Accord-Novaplus
Morphosys US In
Sherwood
Sherwood Med
Can-Am/Access C
Redhill Biophar
Chiasma Inc.
Myovant Science
Solstice/Supern
Napo Pharmaceut
Hospira/Novatio
Forte Bio-Pharm
Mylan/Premierpr
Palmetto Pharma
Adapt Pharma In
Novartis/Eyevan
Acerus Pharma
Parapro LLC
"Pharmacaribe, L"
Puma Biotechnol
Women's Choice
Esperion Therap
Redmont Pharmac
Avondale Pharma
Jacksonville Ph
Allegis Pharmac
Pfizer US Pharm*
Ferring/Antares
Antares Pharma
Poly Pharmaceut
Lundbeck Inc.
Novo Nordisk-Wa
Collegium Pharm
Avanir Pharmace
Acadia Pharmace
Biohaven Pharma
"Exeltis USA, In"
Paratek Pharmac*
Leading Pharma*
Bryant Ranch Pr*
Intercept Pharm
Lifestar Pharma*
Bausch & Lomb I*
Quality Care
Insulet Corpora
Avet/Premierpro
Currax Pharmace
Actelion Pharma
Greer Laborator
United Therap
Biocryst Pharma
Atland Pharmace
Galt Pharmaceut
"Adamas Pharma,"
Celgene/Amgen
Wraser Pharma
Arbor/Wraser
Antares/Otter
Winthrop Us-Pre
Nextgen Pharmac
Egalet/Zyla Lif
Global Blood Th
"Dompe US, Inc"
Supernus Pharma
Affordable Phar
Zr Pharma& Gmbh
Vivus
California Phar
Sunstar America
Chain Drug Cons
Seton Pharmaceu*
Platinum Ventur
Colgate Oral Ph
Digestive Care
Pfizer/Premierp
Graxcell Pharma
Qualitest
Bioramo
Valeant/Paragon
Paragon/Bausch
Evofem Bioscien
Fresenius Medic
Biogen-Idec*
"Bpi Labs, LLC"
Adare Pharmaceu
Prugen Pharmace
Sanofi/Regenero
West-Ward/Mylan
Wyeth/Pfizer*
Sancilio & Comp
Nnodum Corp
Nexus Pharmaceu
Prodigy Diabete
Virtus/Acertis
Sandoz Inc.
Dista Labs
Nova Laboratori
Agios Pharmaceu
Dermira/Journey
Deciphera Pharm
Averitas Pharma
Idorsia Pharmac
GSK/Bavarian No
Bavarian Nordic
I3 Pharmaceutic
"Medexus Pharma,"
Opko Pharmaceut
Salix Pharmaceu*
Intra-Sana Labo
Amylyx Pharmace
Cypress Pharm.
Guardian Chem.
Amgen USA Inc.
Viiv Healthcare*
Leadiant/Chiesi
Kadmon/Sanofi-A
Primus Pharmace
Aclairs/Epi Hea
Sanofi-Aventis*
Scov3 LLC
Althera Pharmac
Mallinckrodt Br
Clovis Oncology
Pharming Health
Cycle Pharmaceu
Kyowa/Cumberlan
Novartis*
Noble Pharmaceu
Laser Pharmaceu
Novartis/Record
Medunik USA
Pernix Therapeu
Arzol Chemical
Nabriva Therape*
Abbvie US LLC*
Sarfez Pharmace
Icu Medical Inc
Grifols/Icu Med
Sheffield Pharm
Method Pharmace*
Alexion Pharmac
Phar-Prep/Pfize
Aprecia Pharmac
"Cmp Pharma, Inc*"
Janssen Biotech*
Insys Therapeut
Qol Medical
Perrigo/Padagis*
Vista Pharmaceu
Ani Phar/Prasco
Mylan/Rising Ph
Jazz/Axsome
BMS
Capellon
Aquestive/Otter
Galen US/Nexus
Glenmark Pharma*
Bausch Health U*
Calliditas Ther
Rigel Pharmaceu
Chemocentryx/Am
Allerg/Almirall
Epizyme Inc/Ips
Akcea Therapeut
Noden Pharma D.
Int'L Ethical
Terumo
West-Ward/Hi-No
Vistapharm/Azur
Servier Pharmac
"Itf Pharma, Inc"
Promius/Upsher-
GSK Consumer He
Verity Pharmace
Allergan/Verity
Long Grove Phar
Cosette Pharmac*
Promius/Encore
Medecor Pharma
Crown Therap/Ma
Impel Pharmaceu
Nipro Diag/Triv
Trividia Health
Synergy/Bausch
Qed Therapeutic
Circassia/Astra
Wyeth-Prepr/Pfi
"Radius Health,"
Oyster Point Ph
Coherus Bioscie
Tg Therapeutics
Boca Medical
Quality Medical
Discount Drug M
Aurora Health.
Viela/Horizon
"Bantry Pharma,"
Edwards Pharm.
Genentech/Wayli
Ohm Labs.
Neurelis Inc.
Retractable Tec
Amarin Pharma I
Relypsa/Vifor P
Doak Derm.
Eyevance/Santen
Horizon Pharma
Nestle Nutritio
Allergan/Nestle
Bayer Inc.
Mycovia Pharmac
Cti Biopharma C
Dermavant Scien
"Monarch Pcm, Ll"
"Argenx US, Inc"
Harmony Bioscie
Sk Life Science
Tetraphase Phar
Lexicon/Tersera
"Optinose US, In"
Shire/Novartis
Karyopharm Ther
Zealand Ph/Novo
US Worldmeds/Al
Flexion Therape
Dr. Reddy'S/Pre
"Aytu Biopharma,"
Aralez/Xspire P
Pfizer/Baxter
Scilex Pharmace
"Orexo US, Inc."
Adc Therapeutic
Medicure Intern
Eli Lilly & Co.*
